0.1	0.000192568
0.2	0.000533319
0.3	0.000937781
0.4	0.00118648
0.5	0.00252277
0.6	0.00118722
0.7	0.000937845
0.8	0.000533279
0.9	0.000191784
1	2.3577e-05
1.1	0.000191585
1.2	0.000533256
1.3	0.000937893
1.4	0.00119035
1.5	0.0025219
1.6	0.00119108
1.7	0.000937917
1.8	0.000533226
1.9	0.0001908
2	2.16974e-05
2.1	0.000190598
2.2	0.00053321
2.3	0.000937883
2.4	0.00119444
2.5	0.00252064
2.6	0.00119518
2.7	0.000937864
2.8	0.000533191
2.9	0.000189828
3	2.03104e-05
3.1	0.000189526
3.2	0.000533115
3.3	0.000937695
3.4	0.00119874
3.5	0.00246826
3.6	0.00119969
3.7	0.000937859
3.8	0.000533791
3.9	0.000194628
4	5.33763e-05
4.1	0.000185611
4.2	0.000525366
4.3	0.000930164
4.4	0.00119201
4.5	0.00245068
4.6	0.00123075
4.7	0.000980468
4.8	0.000680715
4.9	0.000848478
5	0.00135652
5.1	0.000283419
5.2	-0.00104723
5.3	-0.00206457
5.4	0.00555259
5.5	0.00245051
5.6	0.00219581
5.7	0.00221819
5.8	0.00232926
5.9	0.0024092
6	0.00242894
6.1	0.002319
6.2	0.00248862
6.3	0.00246723
6.4	0.00245644
6.5	0.00245051
6.6	0.00244856
6.7	0.00244884
6.8	0.00244966
6.9	0.00245016
7	0.00245028
7.1	0.00244954
7.2	0.00245082
7.3	0.00245063
7.4	0.00245055
7.5	0.00245051
