1	1.34612	0.0403445
2	4.55987e-10	4.55987e-10
3	-0.907049	0.0555374
4	9.11932e-10	9.11932e-10
5	0.411837	-0.230266
6	1.36779e-09	1.36779e-09
7	-0.125999	0.198753
8	1.82352e-09	1.82352e-09
9	0.0259755	-0.0587848
10	2.27907e-09	2.27907e-09
11	-0.00360786	-0.0354183
12	2.73442e-09	2.73441e-09
13	0.000338132	0.0587256
14	3.1895e-09	3.1895e-09
15	-2.08955e-05	-0.0430088
16	3.64428e-09	3.64428e-09
17	1.31376e-06	0.0201611
18	4.09871e-09	4.09871e-09
19	3.78906e-07	-0.00476009
20	4.55276e-09	4.55276e-09
21	3.97532e-07	-0.00175379
22	5.00638e-09	5.00638e-09
23	3.8654e-07	0.00288121
24	5.45952e-09	5.45952e-09
25	3.74456e-07	-0.00201349
26	5.91215e-09	5.91215e-09
27	3.61526e-07	0.000972923
28	6.36421e-09	6.36421e-09
29	3.48284e-07	-0.000320081
30	6.81568e-09	6.81568e-09
