0	0
1	1
2	-4.00479e-18
3	-1.19034e-16
4	2.01583e-17
5	1.2673e-16
6	6.40443e-18
7	-8.5917e-17
8	1.46693e-17
9	5.2514e-17
10	5.25096e-17
11	1.0124e-17
12	1.1024e-17
13	-3.02539e-17
14	2.32563e-17
15	4.32221e-18
16	-1.11461e-17
17	-4.96598e-17
18	2.20412e-17
19	-4.17354e-17
20	-2.52159e-17
21	2.0148e-17
22	6.13397e-17
23	-1.06689e-16
24	-9.86194e-17
25	6.91261e-17
26	-4.9494e-17
27	-9.21421e-17
28	1.91642e-17
29	-6.5707e-17
30	1.53176e-16
31	2.41958e-17
32	-2.97246e-17
33	-4.63571e-16
34	-5.1024e-17
35	8.75727e-17
36	-3.55544e-17
37	-3.40903e-17
38	1.68068e-17
39	3.01811e-17
40	4.15958e-17
41	-1.0543e-16
42	-1.71131e-16
43	8.70692e-17
44	-4.49296e-17
45	-2.24849e-17
46	-4.66234e-17
47	1.13596e-16
48	-3.14424e-16
49	-8.87797e-17
50	1.65644e-16
51	-6.84652e-17
52	2.64312e-16
53	9.11213e-17
54	-2.59171e-16
55	-1.44041e-17
56	6.85833e-18
57	2.30333e-16
58	3.87815e-17
59	3.07891e-16
60	2.35474e-16
61	-1.16002e-16
62	3.13428e-16
63	-1.13458e-16
64	3.92998e-17
65	-1.43975e-16
66	-9.29917e-17
67	-7.41017e-17
68	1.0593e-16
69	-4.46517e-17
70	1.05802e-18
71	-4.02236e-17
72	-1.15871e-16
73	-6.71333e-18
74	-1.92281e-15
75	3.13939e-16
76	1.50227e-16
77	-1.62033e-16
78	1.04384e-16
79	1.85916e-16
80	-8.30304e-18
81	-7.41339e-17
82	3.72536e-17
83	2.67781e-17
84	-2.22034e-16
85	-2.13853e-16
86	1.6496e-16
87	-9.20988e-17
88	2.67678e-16
89	-2.91353e-16
90	1.79313e-16
91	-8.67765e-17
92	-9.97896e-17
93	2.7396e-16
94	3.15013e-16
95	4.68187e-18
96	-5.74902e-17
97	2.76361e-17
98	-2.34842e-16
99	-5.06789e-16
100	3.20253e-16
101	-3.98696e-16
102	-3.93892e-16
103	3.46045e-16
104	9.79595e-17
105	-3.27489e-17
106	-3.16735e-17
107	-5.66046e-16
108	3.38157e-16
109	1.91163e-16
110	-2.64751e-16
111	1.04553e-15
112	-6.16982e-17
113	1.5884e-16
114	1.164e-16
115	5.58345e-16
116	5.12407e-16
117	-1.23556e-16
118	2.3161e-17
119	3.75276e-16
120	3.28249e-16
121	5.46365e-16
122	-9.43021e-17
123	1.59397e-16
124	6.7383e-16
125	-2.14029e-16
126	-2.44776e-16
127	-5.69365e-16
128	-1.02253e-16
129	-1.66354e-16
130	-4.53794e-17
131	-6.5363e-16
132	-2.34754e-16
133	8.71014e-16
134	-2.24762e-17
135	-2.53941e-16
136	2.24896e-17
137	2.3534e-16
138	4.04983e-16
139	-5.62067e-16
140	4.47948e-16
141	-4.19819e-16
142	-4.67301e-17
143	-2.92937e-16
144	2.97502e-16
145	-3.76242e-17
146	7.83741e-17
147	2.64231e-16
148	-1.02518e-15
149	-6.7485e-16
150	-1.65014e-16
151	-2.05616e-16
152	5.73587e-17
153	4.10976e-16
154	1.96867e-16
155	-2.945e-17
156	5.53683e-16
157	-4.96679e-16
158	-1.49039e-16
159	5.26558e-16
160	-1.79893e-16
161	-3.98917e-16
162	5.89903e-16
163	2.14783e-16
164	1.96841e-15
165	-1.14363e-16
166	3.64566e-16
167	1.26412e-16
168	-5.12144e-16
169	-4.25867e-17
170	2.31363e-16
171	3.55943e-16
172	-2.03833e-16
173	-4.47548e-16
174	2.74575e-16
175	3.722e-16
176	-7.42762e-17
177	8.41045e-18
178	-5.41722e-16
179	-2.78066e-17
180	3.64015e-16
181	2.6812e-16
182	-4.65626e-16
183	-3.75917e-16
184	-4.37416e-16
185	-8.84255e-16
186	6.78739e-16
187	1.53566e-15
188	5.87846e-17
189	-7.78979e-16
190	6.86161e-16
191	1.60835e-16
192	-7.70846e-16
193	-1.9998e-15
194	5.88034e-17
195	1.5913e-16
196	-2.66387e-16
197	-4.1252e-16
198	3.5155e-16
199	3.26117e-16
200	1.08458e-15
201	-3.05779e-16
202	-5.71975e-18
203	1.28011e-15
204	-8.55796e-16
205	-4.33816e-15
206	7.0664e-15
207	-2.18429e-15
208	-5.38154e-15
209	4.85234e-15
210	-1.05354e-16
211	-1.72615e-15
212	-3.42283e-16
213	1.15476e-15
214	1.17212e-16
215	-5.11461e-16
216	-4.78123e-16
217	2.37193e-15
218	4.49734e-16
219	-3.889e-16
220	-3.17076e-16
221	-3.09073e-16
222	2.8819e-16
223	-6.97353e-16
224	9.65833e-17
225	-8.83715e-17
226	7.05103e-16
227	1.9466e-16
228	-1.29531e-15
229	4.19094e-16
230	8.69878e-16
231	1.70408e-16
232	-7.09352e-16
233	1.19197e-15
234	-1.49244e-15
235	-1.17282e-15
236	1.33815e-15
237	2.34123e-16
238	1.26455e-16
239	-7.08828e-16
240	-1.774e-15
241	2.66632e-16
242	-7.65255e-16
243	-8.86594e-16
244	-5.48849e-16
245	8.95912e-16
246	-1.31516e-15
247	-2.87035e-17
248	-7.61971e-16
249	-2.32952e-16
250	-7.97344e-16
251	-3.88758e-16
252	1.17306e-16
253	-1.95763e-16
254	-9.17677e-16
255	-4.09738e-16
256	7.88547e-17
257	-1.10787e-15
258	2.15268e-15
259	4.17086e-17
260	1.65732e-15
261	4.95529e-16
262	-3.13617e-16
263	-8.79196e-16
264	-1.68451e-16
265	-3.41904e-16
266	7.66125e-16
267	6.05878e-16
268	-1.47941e-15
269	1.13708e-15
270	8.9132e-16
271	-6.47917e-17
272	2.42244e-16
273	3.40435e-16
274	2.21389e-16
275	-8.6176e-16
276	-4.7406e-16
277	7.04236e-16
278	9.28013e-16
279	3.13236e-16
280	6.42433e-16
281	-3.73712e-16
282	-1.79831e-15
283	-1.48144e-16
284	6.90186e-16
285	-9.38077e-16
286	3.40935e-15
287	-9.42336e-16
288	4.00466e-16
289	2.7838e-16
290	1.70749e-16
291	-3.98127e-17
292	1.7887e-16
293	8.3086e-16
294	-7.65362e-16
295	-7.95592e-15
296	-9.0211e-16
297	-1.13959e-15
298	5.99989e-16
299	4.45118e-16
300	-8.12401e-16
301	2.4013e-16
302	1.16543e-17
303	-2.12687e-15
304	-1.18468e-15
305	5.37724e-16
306	3.36875e-16
307	-5.73404e-16
308	4.67234e-16
309	3.3045e-15
310	-8.08314e-16
311	1.22503e-15
312	-2.96716e-16
313	6.29656e-17
314	-4.12198e-18
315	-1.10869e-15
316	-3.25526e-16
317	9.27602e-16
318	3.95592e-16
319	-2.84865e-16
320	5.48084e-16
321	3.49737e-16
322	-4.13549e-16
323	-3.21364e-16
324	9.6431e-16
325	3.97163e-16
326	-4.04491e-16
327	-6.38813e-17
328	-5.34126e-16
329	-5.86315e-17
330	-5.2285e-16
331	2.1778e-16
332	-2.63611e-15
333	-9.52406e-17
334	-2.51156e-16
335	-4.02128e-16
336	-6.73937e-17
337	1.96939e-16
338	3.00201e-16
339	-1.42124e-16
340	-3.818e-16
341	-3.29721e-16
342	-4.83206e-16
343	-8.32721e-17
344	5.1647e-16
345	5.30922e-16
346	-1.25832e-15
347	1.23505e-15
348	-2.85593e-16
349	4.9837e-16
350	1.12843e-16
351	-5.32555e-17
352	-7.302e-16
353	-5.91554e-16
354	-7.7594e-16
355	1.26818e-15
356	1.82158e-15
357	3.35049e-17
358	-8.97591e-16
359	2.06122e-15
360	-7.26556e-16
361	-2.65501e-16
362	-1.1043e-15
363	-8.46937e-16
364	1.54831e-15
365	1.3075e-15
366	-1.31334e-15
367	-5.99304e-16
368	-6.70044e-16
369	-1.722e-16
370	2.80142e-16
371	7.25912e-16
372	-4.79587e-16
373	-1.38965e-15
374	1.24513e-16
375	1.42546e-15
376	2.6889e-16
377	3.3963e-16
378	-1.31063e-16
379	-1.04164e-17
380	6.56751e-17
381	-2.83153e-15
382	1.58384e-15
383	-2.41697e-15
384	-4.52771e-16
385	4.28214e-16
386	-2.0407e-15
387	-2.46013e-15
388	-8.86379e-16
389	-5.25645e-16
390	-3.11087e-15
391	-1.00492e-15
392	5.00793e-16
393	5.15557e-16
394	-5.80066e-16
395	6.50306e-17
396	1.09267e-15
397	-1.08075e-15
398	-5.18629e-16
399	-1.01436e-15
400	4.94831e-15
401	-1.82214e-15
402	-2.68815e-15
403	5.72582e-16
404	5.89153e-16
405	-4.67814e-16
406	2.29083e-16
407	1.73253e-15
408	2.84642e-15
409	-7.73058e-16
410	-4.30499e-15
