0.1	0	0
0.1	0.00561798	-67.9016
0.1	0.011236	-37.1475
0.1	0.0168539	127.63
0.1	0.0224719	-43.7567
0.1	0.0280899	-34.7465
0.1	0.0337079	22.4375
0.1	0.0393258	106.439
0.1	0.0449438	-289.579
0.1	0.0505618	151.134
0.1	0.0561798	232.632
0.1	0.0617978	-359.225
0.1	0.0674157	339.988
0.1	0.0730337	-239.237
0.1	0.0786517	-58.7988
0.1	0.0842697	144.992
0.1	0.0898876	2.86983
0.1	0.0955056	45.2183
0.1	0.101124	-187.053
0.1	0.106742	195.224
0.1	0.11236	7.6975
0.1	0.117978	-203.72
0.1	0.123596	104.129
0.1	0.129213	-4.3476
0.1	0.134831	98.5572
0.1	0.140449	-6.16258
0.1	0.146067	-108.195
0.1	0.151685	-18.6551
0.1	0.157303	46.3786
0.1	0.162921	269.618
0.1	0.168539	-656.386
0.1	0.174157	619.649
0.1	0.179775	-142.061
0.1	0.185393	-301.398
0.1	0.191011	615.943
0.1	0.196629	-540.14
0.1	0.202247	-6.78905
0.1	0.207865	306.171
0.1	0.213483	-85.6328
0.1	0.219101	-383.397
0.1	0.224719	749.937
0.1	0.230337	-646.105
0.1	0.235955	69.2138
0.1	0.241573	553.416
0.1	0.247191	-510.89
0.1	0.252809	22.4482
0.1	0.258427	202.627
0.1	0.264045	25.8862
0.1	0.269663	-99.1784
0.1	0.275281	-178.478
0.1	0.280899	262.927
0.1	0.286517	28.5951
0.1	0.292135	-218.476
0.1	0.297753	178.586
0.1	0.303371	-117.856
0.1	0.308989	19.5318
0.1	0.314607	-10.2984
0.1	0.320225	72.8111
0.1	0.325843	-16.3466
0.1	0.331461	-199.096
0.1	0.337079	414.39
0.1	0.342697	-208.964
0.1	0.348315	-219.453
0.1	0.353933	287.188
0.1	0.359551	-19.5441
0.1	0.365169	56.5708
0.1	0.370787	-293.188
0.1	0.376404	213.995
0.1	0.382022	236.684
0.1	0.38764	-640.055
0.1	0.393258	610.155
0.1	0.398876	-88.8577
0.1	0.404494	-556.956
0.1	0.410112	714.706
0.1	0.41573	-120.852
0.1	0.421348	-196.785
0.1	0.426966	-210.115
0.1	0.432584	517.008
0.1	0.438202	-90.0095
0.1	0.44382	-391.002
0.1	0.449438	486.562
0.1	0.455056	-318.038
0.1	0.460674	192.245
0.1	0.466292	-64.8288
0.1	0.47191	-54.4184
0.1	0.477528	-87.6564
0.1	0.483146	213.15
0.1	0.488764	-63.8353
0.1	0.494382	-338.263
0.1	0.5	629.754
0.1	0.505618	-419.49
0.1	0.511236	-76.5098
0.1	0.516854	449.361
0.1	0.522472	-292.516
0.1	0.52809	58.3769
0.1	0.533708	231.723
0.1	0.539326	-202.322
0.1	0.544944	41.814
0.1	0.550562	19.3133
0.1	0.55618	42.3182
0.1	0.561798	-151.354
0.1	0.567416	225.823
0.1	0.573034	-223.774
0.1	0.578652	102.792
0.1	0.58427	144.906
0.1	0.589888	-270.251
0.1	0.595506	295.256
0.1	0.601124	-181.232
0.1	0.606742	18.6908
0.1	0.61236	130.734
0.1	0.617978	-128.85
0.1	0.623596	-0.687372
0.1	0.629213	204.224
0.1	0.634831	-232.062
0.1	0.640449	49.7376
0.1	0.646067	146.106
0.1	0.651685	-245.412
0.1	0.657303	249.417
0.1	0.662921	-162.238
0.1	0.668539	223.839
0.1	0.674157	-214.633
0.1	0.679775	139.215
0.1	0.685393	86.0169
0.1	0.691011	-228.801
0.1	0.696629	297.288
0.1	0.702247	-190.539
0.1	0.707865	108.539
0.1	0.713483	6.03185
0.1	0.719101	-0.989206
0.1	0.724719	-78.96
0.1	0.730337	44.259
0.1	0.735955	-20.2245
0.1	0.741573	33.3174
0.1	0.747191	11.4057
0.1	0.752809	-60.5037
0.1	0.758427	108.243
0.1	0.764045	-96.3928
0.1	0.769663	1.46995
0.1	0.775281	-6.23377
0.1	0.780899	-26.9641
0.1	0.786517	20.8592
0.1	0.792135	14.7588
0.1	0.797753	-10.2946
0.1	0.803371	73.4713
0.1	0.808989	-116.759
0.1	0.814607	104.346
0.1	0.820225	-14.012
0.1	0.825843	-53.9264
0.1	0.831461	71.9493
0.1	0.837079	-77.6104
0.1	0.842697	54.2714
0.1	0.848315	-39.2827
0.1	0.853933	-5.22813
0.1	0.859551	11.5451
0.1	0.865169	-4.95638
